,Date,Year,Month,Day,MaxTemp,MaxTempFlag,MinTemp,MinTempFlag,MeanTemp,MeanTempFlag,HeatDegDays,HeatDegDaysFlag,CoolDegDays,CoolDegDaysFlag
0,1950-01-01,1950,1,1,,,,,,,,,,
1,1950-01-02,1950,1,2,,,,,,,,,,
2,1950-01-03,1950,1,3,,,,,,,,,,
3,1950-01-04,1950,1,4,,,,,,,,,,
4,1950-01-05,1950,1,5,,,,,,,,,,
5,1950-01-06,1950,1,6,,,,,,,,,,
6,1950-01-07,1950,1,7,,,,,,,,,,
7,1950-01-08,1950,1,8,,,,,,,,,,
8,1950-01-09,1950,1,9,,,,,,,,,,
9,1950-01-10,1950,1,10,,,,,,,,,,
10,1950-01-11,1950,1,11,,,,,,,,,,
11,1950-01-12,1950,1,12,,,,,,,,,,
12,1950-01-13,1950,1,13,,,,,,,,,,
13,1950-01-14,1950,1,14,,,,,,,,,,
14,1950-01-15,1950,1,15,,,,,,,,,,
15,1950-01-16,1950,1,16,,,,,,,,,,
16,1950-01-17,1950,1,17,,,,,,,,,,
17,1950-01-18,1950,1,18,,,,,,,,,,
18,1950-01-19,1950,1,19,,,,,,,,,,
19,1950-01-20,1950,1,20,,,,,,,,,,
20,1950-01-21,1950,1,21,,,,,,,,,,
21,1950-01-22,1950,1,22,,,,,,,,,,
22,1950-01-23,1950,1,23,,,,,,,,,,
23,1950-01-24,1950,1,24,,,,,,,,,,
24,1950-01-25,1950,1,25,,,,,,,,,,
25,1950-01-26,1950,1,26,,,,,,,,,,
26,1950-01-27,1950,1,27,,,,,,,,,,
27,1950-01-28,1950,1,28,,,,,,,,,,
28,1950-01-29,1950,1,29,,,,,,,,,,
29,1950-01-30,1950,1,30,,,,,,,,,,
30,1950-01-31,1950,1,31,,,,,,,,,,
31,1950-02-01,1950,2,1,,,,,,,,,,
32,1950-02-02,1950,2,2,,,,,,,,,,
33,1950-02-03,1950,2,3,,,,,,,,,,
34,1950-02-04,1950,2,4,,,,,,,,,,
35,1950-02-05,1950,2,5,,,,,,,,,,
36,1950-02-06,1950,2,6,,,,,,,,,,
37,1950-02-07,1950,2,7,,,,,,,,,,
38,1950-02-08,1950,2,8,,,,,,,,,,
39,1950-02-09,1950,2,9,,,,,,,,,,
40,1950-02-10,1950,2,10,,,,,,,,,,
41,1950-02-11,1950,2,11,,,,,,,,,,
42,1950-02-12,1950,2,12,,,,,,,,,,
43,1950-02-13,1950,2,13,,,,,,,,,,
44,1950-02-14,1950,2,14,,,,,,,,,,
45,1950-02-15,1950,2,15,,,,,,,,,,
46,1950-02-16,1950,2,16,,,,,,,,,,
47,1950-02-17,1950,2,17,,,,,,,,,,
48,1950-02-18,1950,2,18,,,,,,,,,,
49,1950-02-19,1950,2,19,,,,,,,,,,
50,1950-02-20,1950,2,20,,,,,,,,,,
51,1950-02-21,1950,2,21,,,,,,,,,,
52,1950-02-22,1950,2,22,,,,,,,,,,
53,1950-02-23,1950,2,23,,,,,,,,,,
54,1950-02-24,1950,2,24,,,,,,,,,,
55,1950-02-25,1950,2,25,,,,,,,,,,
56,1950-02-26,1950,2,26,,,,,,,,,,
57,1950-02-27,1950,2,27,,,,,,,,,,
58,1950-02-28,1950,2,28,,,,,,,,,,
59,1950-03-01,1950,3,1,,,,,,,,,,
60,1950-03-02,1950,3,2,,,,,,,,,,
61,1950-03-03,1950,3,3,,,,,,,,,,
62,1950-03-04,1950,3,4,,,,,,,,,,
63,1950-03-05,1950,3,5,,,,,,,,,,
64,1950-03-06,1950,3,6,,,,,,,,,,
65,1950-03-07,1950,3,7,,,,,,,,,,
66,1950-03-08,1950,3,8,,,,,,,,,,
67,1950-03-09,1950,3,9,,,,,,,,,,
68,1950-03-10,1950,3,10,,,,,,,,,,
69,1950-03-11,1950,3,11,,,,,,,,,,
70,1950-03-12,1950,3,12,,,,,,,,,,
71,1950-03-13,1950,3,13,,,,,,,,,,
72,1950-03-14,1950,3,14,,,,,,,,,,
73,1950-03-15,1950,3,15,,,,,,,,,,
74,1950-03-16,1950,3,16,,,,,,,,,,
75,1950-03-17,1950,3,17,,,,,,,,,,
76,1950-03-18,1950,3,18,,,,,,,,,,
77,1950-03-19,1950,3,19,,,,,,,,,,
78,1950-03-20,1950,3,20,,,,,,,,,,
79,1950-03-21,1950,3,21,,,,,,,,,,
80,1950-03-22,1950,3,22,,,,,,,,,,
81,1950-03-23,1950,3,23,,,,,,,,,,
82,1950-03-24,1950,3,24,,,,,,,,,,
83,1950-03-25,1950,3,25,,,,,,,,,,
84,1950-03-26,1950,3,26,,,,,,,,,,
85,1950-03-27,1950,3,27,,,,,,,,,,
86,1950-03-28,1950,3,28,,,,,,,,,,
87,1950-03-29,1950,3,29,,,,,,,,,,
88,1950-03-30,1950,3,30,,,,,,,,,,
89,1950-03-31,1950,3,31,,,,,,,,,,
90,1950-04-01,1950,4,1,,,,,,,,,,
91,1950-04-02,1950,4,2,,,,,,,,,,
92,1950-04-03,1950,4,3,,,,,,,,,,
93,1950-04-04,1950,4,4,,,,,,,,,,
94,1950-04-05,1950,4,5,,,,,,,,,,
95,1950-04-06,1950,4,6,,,,,,,,,,
96,1950-04-07,1950,4,7,,,,,,,,,,
97,1950-04-08,1950,4,8,,,,,,,,,,
98,1950-04-09,1950,4,9,,,,,,,,,,
99,1950-04-10,1950,4,10,,,,,,,,,,
100,1950-04-11,1950,4,11,,,,,,,,,,
101,1950-04-12,1950,4,12,,,,,,,,,,
102,1950-04-13,1950,4,13,,,,,,,,,,
103,1950-04-14,1950,4,14,,,,,,,,,,
104,1950-04-15,1950,4,15,,,,,,,,,,
105,1950-04-16,1950,4,16,,,,,,,,,,
106,1950-04-17,1950,4,17,,,,,,,,,,
107,1950-04-18,1950,4,18,,,,,,,,,,
108,1950-04-19,1950,4,19,,,,,,,,,,
109,1950-04-20,1950,4,20,,,,,,,,,,
110,1950-04-21,1950,4,21,,,,,,,,,,
111,1950-04-22,1950,4,22,,,,,,,,,,
112,1950-04-23,1950,4,23,,,,,,,,,,
113,1950-04-24,1950,4,24,,,,,,,,,,
114,1950-04-25,1950,4,25,,,,,,,,,,
115,1950-04-26,1950,4,26,,,,,,,,,,
116,1950-04-27,1950,4,27,,,,,,,,,,
117,1950-04-28,1950,4,28,,,,,,,,,,
118,1950-04-29,1950,4,29,,,,,,,,,,
119,1950-04-30,1950,4,30,,,,,,,,,,
120,1950-05-01,1950,5,1,,,,,,,,,,
121,1950-05-02,1950,5,2,,,,,,,,,,
122,1950-05-03,1950,5,3,,,,,,,,,,
123,1950-05-04,1950,5,4,,,,,,,,,,
124,1950-05-05,1950,5,5,,,,,,,,,,
125,1950-05-06,1950,5,6,,,,,,,,,,
126,1950-05-07,1950,5,7,,,,,,,,,,
127,1950-05-08,1950,5,8,,,,,,,,,,
128,1950-05-09,1950,5,9,,,,,,,,,,
129,1950-05-10,1950,5,10,,,,,,,,,,
130,1950-05-11,1950,5,11,,,,,,,,,,
131,1950-05-12,1950,5,12,,,,,,,,,,
132,1950-05-13,1950,5,13,,,,,,,,,,
133,1950-05-14,1950,5,14,,,,,,,,,,
134,1950-05-15,1950,5,15,,,,,,,,,,
135,1950-05-16,1950,5,16,,,,,,,,,,
136,1950-05-17,1950,5,17,,,,,,,,,,
137,1950-05-18,1950,5,18,,,,,,,,,,
138,1950-05-19,1950,5,19,,,,,,,,,,
139,1950-05-20,1950,5,20,,,,,,,,,,
140,1950-05-21,1950,5,21,,,,,,,,,,
141,1950-05-22,1950,5,22,,,,,,,,,,
142,1950-05-23,1950,5,23,,,,,,,,,,
143,1950-05-24,1950,5,24,,,,,,,,,,
144,1950-05-25,1950,5,25,,,,,,,,,,
145,1950-05-26,1950,5,26,,,,,,,,,,
146,1950-05-27,1950,5,27,,,,,,,,,,
147,1950-05-28,1950,5,28,,,,,,,,,,
148,1950-05-29,1950,5,29,,,,,,,,,,
149,1950-05-30,1950,5,30,,,,,,,,,,
150,1950-05-31,1950,5,31,,,,,,,,,,
151,1950-06-01,1950,6,1,,,,,,,,,,
152,1950-06-02,1950,6,2,,,,,,,,,,
153,1950-06-03,1950,6,3,,,,,,,,,,
154,1950-06-04,1950,6,4,,,,,,,,,,
155,1950-06-05,1950,6,5,,,,,,,,,,
156,1950-06-06,1950,6,6,,,,,,,,,,
157,1950-06-07,1950,6,7,,,,,,,,,,
158,1950-06-08,1950,6,8,,,,,,,,,,
159,1950-06-09,1950,6,9,,,,,,,,,,
160,1950-06-10,1950,6,10,,,,,,,,,,
161,1950-06-11,1950,6,11,,,,,,,,,,
162,1950-06-12,1950,6,12,,,,,,,,,,
163,1950-06-13,1950,6,13,,,,,,,,,,
164,1950-06-14,1950,6,14,,,,,,,,,,
165,1950-06-15,1950,6,15,,,,,,,,,,
166,1950-06-16,1950,6,16,,,,,,,,,,
167,1950-06-17,1950,6,17,,,,,,,,,,
168,1950-06-18,1950,6,18,,,,,,,,,,
169,1950-06-19,1950,6,19,,,,,,,,,,
170,1950-06-20,1950,6,20,,,,,,,,,,
171,1950-06-21,1950,6,21,,,,,,,,,,
172,1950-06-22,1950,6,22,,,,,,,,,,
173,1950-06-23,1950,6,23,,,,,,,,,,
174,1950-06-24,1950,6,24,,,,,,,,,,
175,1950-06-25,1950,6,25,,,,,,,,,,
176,1950-06-26,1950,6,26,,,,,,,,,,
177,1950-06-27,1950,6,27,,,,,,,,,,
178,1950-06-28,1950,6,28,,,,,,,,,,
179,1950-06-29,1950,6,29,,,,,,,,,,
180,1950-06-30,1950,6,30,,,,,,,,,,
181,1950-07-01,1950,7,1,,,,,,,,,,
182,1950-07-02,1950,7,2,,,,,,,,,,
183,1950-07-03,1950,7,3,,,,,,,,,,
184,1950-07-04,1950,7,4,,,,,,,,,,
185,1950-07-05,1950,7,5,,,,,,,,,,
186,1950-07-06,1950,7,6,,,,,,,,,,
187,1950-07-07,1950,7,7,,,,,,,,,,
188,1950-07-08,1950,7,8,,,,,,,,,,
189,1950-07-09,1950,7,9,,,,,,,,,,
190,1950-07-10,1950,7,10,,,,,,,,,,
191,1950-07-11,1950,7,11,,,,,,,,,,
192,1950-07-12,1950,7,12,,,,,,,,,,
193,1950-07-13,1950,7,13,,,,,,,,,,
194,1950-07-14,1950,7,14,,,,,,,,,,
195,1950-07-15,1950,7,15,,,,,,,,,,
196,1950-07-16,1950,7,16,,,,,,,,,,
197,1950-07-17,1950,7,17,,,,,,,,,,
198,1950-07-18,1950,7,18,,,,,,,,,,
199,1950-07-19,1950,7,19,,,,,,,,,,
200,1950-07-20,1950,7,20,,,,,,,,,,
201,1950-07-21,1950,7,21,,,,,,,,,,
202,1950-07-22,1950,7,22,,,,,,,,,,
203,1950-07-23,1950,7,23,,,,,,,,,,
204,1950-07-24,1950,7,24,,,,,,,,,,
205,1950-07-25,1950,7,25,,,,,,,,,,
206,1950-07-26,1950,7,26,,,,,,,,,,
207,1950-07-27,1950,7,27,,,,,,,,,,
208,1950-07-28,1950,7,28,,,,,,,,,,
209,1950-07-29,1950,7,29,,,,,,,,,,
210,1950-07-30,1950,7,30,,,,,,,,,,
211,1950-07-31,1950,7,31,,,,,,,,,,
212,1950-08-01,1950,8,1,,,,,,,,,,
213,1950-08-02,1950,8,2,,,,,,,,,,
214,1950-08-03,1950,8,3,,,,,,,,,,
215,1950-08-04,1950,8,4,,,,,,,,,,
216,1950-08-05,1950,8,5,,,,,,,,,,
217,1950-08-06,1950,8,6,,,,,,,,,,
218,1950-08-07,1950,8,7,,,,,,,,,,
219,1950-08-08,1950,8,8,,,,,,,,,,
220,1950-08-09,1950,8,9,,,,,,,,,,
221,1950-08-10,1950,8,10,,,,,,,,,,
222,1950-08-11,1950,8,11,,,,,,,,,,
223,1950-08-12,1950,8,12,,,,,,,,,,
224,1950-08-13,1950,8,13,,,,,,,,,,
225,1950-08-14,1950,8,14,,,,,,,,,,
226,1950-08-15,1950,8,15,,,,,,,,,,
227,1950-08-16,1950,8,16,,,,,,,,,,
228,1950-08-17,1950,8,17,,,,,,,,,,
229,1950-08-18,1950,8,18,,,,,,,,,,
230,1950-08-19,1950,8,19,,,,,,,,,,
231,1950-08-20,1950,8,20,,,,,,,,,,
232,1950-08-21,1950,8,21,,,,,,,,,,
233,1950-08-22,1950,8,22,,,,,,,,,,
234,1950-08-23,1950,8,23,,,,,,,,,,
235,1950-08-24,1950,8,24,,,,,,,,,,
236,1950-08-25,1950,8,25,,,,,,,,,,
237,1950-08-26,1950,8,26,,,,,,,,,,
238,1950-08-27,1950,8,27,,,,,,,,,,
239,1950-08-28,1950,8,28,,,,,,,,,,
240,1950-08-29,1950,8,29,,,,,,,,,,
241,1950-08-30,1950,8,30,,,,,,,,,,
242,1950-08-31,1950,8,31,,,,,,,,,,
243,1950-09-01,1950,9,1,,,,,,,,,,
244,1950-09-02,1950,9,2,,,,,,,,,,
245,1950-09-03,1950,9,3,,,,,,,,,,
246,1950-09-04,1950,9,4,,,,,,,,,,
247,1950-09-05,1950,9,5,,,,,,,,,,
248,1950-09-06,1950,9,6,,,,,,,,,,
249,1950-09-07,1950,9,7,,,,,,,,,,
250,1950-09-08,1950,9,8,,,,,,,,,,
251,1950-09-09,1950,9,9,,,,,,,,,,
252,1950-09-10,1950,9,10,,,,,,,,,,
253,1950-09-11,1950,9,11,,,,,,,,,,
254,1950-09-12,1950,9,12,,,,,,,,,,
255,1950-09-13,1950,9,13,,,,,,,,,,
256,1950-09-14,1950,9,14,,,,,,,,,,
257,1950-09-15,1950,9,15,,,,,,,,,,
258,1950-09-16,1950,9,16,,,,,,,,,,
259,1950-09-17,1950,9,17,,,,,,,,,,
260,1950-09-18,1950,9,18,,,,,,,,,,
261,1950-09-19,1950,9,19,,,,,,,,,,
262,1950-09-20,1950,9,20,,,,,,,,,,
263,1950-09-21,1950,9,21,,,,,,,,,,
264,1950-09-22,1950,9,22,,,,,,,,,,
265,1950-09-23,1950,9,23,,,,,,,,,,
266,1950-09-24,1950,9,24,,,,,,,,,,
267,1950-09-25,1950,9,25,,,,,,,,,,
268,1950-09-26,1950,9,26,,,,,,,,,,
269,1950-09-27,1950,9,27,,,,,,,,,,
270,1950-09-28,1950,9,28,,,,,,,,,,
271,1950-09-29,1950,9,29,,,,,,,,,,
272,1950-09-30,1950,9,30,,,,,,,,,,
273,1950-10-01,1950,10,1,,,,,,,,,,
274,1950-10-02,1950,10,2,,,,,,,,,,
275,1950-10-03,1950,10,3,,,,,,,,,,
276,1950-10-04,1950,10,4,,,,,,,,,,
277,1950-10-05,1950,10,5,,,,,,,,,,
278,1950-10-06,1950,10,6,,,,,,,,,,
279,1950-10-07,1950,10,7,,,,,,,,,,
280,1950-10-08,1950,10,8,,,,,,,,,,
281,1950-10-09,1950,10,9,,,,,,,,,,
282,1950-10-10,1950,10,10,,,,,,,,,,
283,1950-10-11,1950,10,11,,,,,,,,,,
284,1950-10-12,1950,10,12,,,,,,,,,,
285,1950-10-13,1950,10,13,,,,,,,,,,
286,1950-10-14,1950,10,14,,,,,,,,,,
287,1950-10-15,1950,10,15,,,,,,,,,,
288,1950-10-16,1950,10,16,,,,,,,,,,
289,1950-10-17,1950,10,17,,,,,,,,,,
290,1950-10-18,1950,10,18,,,,,,,,,,
291,1950-10-19,1950,10,19,,,,,,,,,,
292,1950-10-20,1950,10,20,,,,,,,,,,
293,1950-10-21,1950,10,21,,,,,,,,,,
294,1950-10-22,1950,10,22,,,,,,,,,,
295,1950-10-23,1950,10,23,,,,,,,,,,
296,1950-10-24,1950,10,24,,,,,,,,,,
297,1950-10-25,1950,10,25,,,,,,,,,,
298,1950-10-26,1950,10,26,,,,,,,,,,
299,1950-10-27,1950,10,27,,,,,,,,,,
300,1950-10-28,1950,10,28,,,,,,,,,,
301,1950-10-29,1950,10,29,,,,,,,,,,
302,1950-10-30,1950,10,30,,,,,,,,,,
303,1950-10-31,1950,10,31,,,,,,,,,,
304,1950-11-01,1950,11,1,,,,,,,,,,
305,1950-11-02,1950,11,2,,,,,,,,,,
306,1950-11-03,1950,11,3,,,,,,,,,,
307,1950-11-04,1950,11,4,,,,,,,,,,
308,1950-11-05,1950,11,5,,,,,,,,,,
309,1950-11-06,1950,11,6,,,,,,,,,,
310,1950-11-07,1950,11,7,,,,,,,,,,
311,1950-11-08,1950,11,8,,,,,,,,,,
312,1950-11-09,1950,11,9,,,,,,,,,,
313,1950-11-10,1950,11,10,,,,,,,,,,
314,1950-11-11,1950,11,11,,,,,,,,,,
315,1950-11-12,1950,11,12,,,,,,,,,,
316,1950-11-13,1950,11,13,,,,,,,,,,
317,1950-11-14,1950,11,14,,,,,,,,,,
318,1950-11-15,1950,11,15,,,,,,,,,,
319,1950-11-16,1950,11,16,,,,,,,,,,
320,1950-11-17,1950,11,17,,,,,,,,,,
321,1950-11-18,1950,11,18,,,,,,,,,,
322,1950-11-19,1950,11,19,,,,,,,,,,
323,1950-11-20,1950,11,20,,,,,,,,,,
324,1950-11-21,1950,11,21,,,,,,,,,,
325,1950-11-22,1950,11,22,,,,,,,,,,
326,1950-11-23,1950,11,23,,,,,,,,,,
327,1950-11-24,1950,11,24,,,,,,,,,,
328,1950-11-25,1950,11,25,,,,,,,,,,
329,1950-11-26,1950,11,26,,,,,,,,,,
330,1950-11-27,1950,11,27,,,,,,,,,,
331,1950-11-28,1950,11,28,,,,,,,,,,
332,1950-11-29,1950,11,29,,,,,,,,,,
333,1950-11-30,1950,11,30,,,,,,,,,,
334,1950-12-01,1950,12,1,,,,,,,,,,
335,1950-12-02,1950,12,2,,,,,,,,,,
336,1950-12-03,1950,12,3,,,,,,,,,,
337,1950-12-04,1950,12,4,,,,,,,,,,
338,1950-12-05,1950,12,5,,,,,,,,,,
339,1950-12-06,1950,12,6,,,,,,,,,,
340,1950-12-07,1950,12,7,,,,,,,,,,
341,1950-12-08,1950,12,8,,,,,,,,,,
342,1950-12-09,1950,12,9,,,,,,,,,,
343,1950-12-10,1950,12,10,,,,,,,,,,
344,1950-12-11,1950,12,11,,,,,,,,,,
345,1950-12-12,1950,12,12,,,,,,,,,,
346,1950-12-13,1950,12,13,,,,,,,,,,
347,1950-12-14,1950,12,14,,,,,,,,,,
348,1950-12-15,1950,12,15,,,,,,,,,,
349,1950-12-16,1950,12,16,,,,,,,,,,
350,1950-12-17,1950,12,17,,,,,,,,,,
351,1950-12-18,1950,12,18,,,,,,,,,,
352,1950-12-19,1950,12,19,,,,,,,,,,
353,1950-12-20,1950,12,20,,,,,,,,,,
354,1950-12-21,1950,12,21,,,,,,,,,,
355,1950-12-22,1950,12,22,,,,,,,,,,
356,1950-12-23,1950,12,23,,,,,,,,,,
357,1950-12-24,1950,12,24,,,,,,,,,,
358,1950-12-25,1950,12,25,,,,,,,,,,
359,1950-12-26,1950,12,26,,,,,,,,,,
360,1950-12-27,1950,12,27,,,,,,,,,,
361,1950-12-28,1950,12,28,,,,,,,,,,
362,1950-12-29,1950,12,29,,,,,,,,,,
363,1950-12-30,1950,12,30,,,,,,,,,,
364,1950-12-31,1950,12,31,,,,,,,,,,
365,1951-01-01,1951,1,1,,,,,,,,,,
366,1951-01-02,1951,1,2,,,,,,,,,,
367,1951-01-03,1951,1,3,,,,,,,,,,
368,1951-01-04,1951,1,4,,,,,,,,,,
369,1951-01-05,1951,1,5,,,,,,,,,,
370,1951-01-06,1951,1,6,,,,,,,,,,
371,1951-01-07,1951,1,7,,,,,,,,,,
372,1951-01-08,1951,1,8,,,,,,,,,,
373,1951-01-09,1951,1,9,,,,,,,,,,
374,1951-01-10,1951,1,10,,,,,,,,,,
375,1951-01-11,1951,1,11,,,,,,,,,,
376,1951-01-12,1951,1,12,,,,,,,,,,
377,1951-01-13,1951,1,13,,,,,,,,,,
378,1951-01-14,1951,1,14,,,,,,,,,,
379,1951-01-15,1951,1,15,,,,,,,,,,
380,1951-01-16,1951,1,16,,,,,,,,,,
381,1951-01-17,1951,1,17,,,,,,,,,,
382,1951-01-18,1951,1,18,,,,,,,,,,
383,1951-01-19,1951,1,19,,,,,,,,,,
384,1951-01-20,1951,1,20,,,,,,,,,,
385,1951-01-21,1951,1,21,,,,,,,,,,
386,1951-01-22,1951,1,22,,,,,,,,,,
387,1951-01-23,1951,1,23,,,,,,,,,,
388,1951-01-24,1951,1,24,,,,,,,,,,
389,1951-01-25,1951,1,25,,,,,,,,,,
390,1951-01-26,1951,1,26,,,,,,,,,,
391,1951-01-27,1951,1,27,,,,,,,,,,
392,1951-01-28,1951,1,28,,,,,,,,,,
393,1951-01-29,1951,1,29,,,,,,,,,,
394,1951-01-30,1951,1,30,,,,,,,,,,
395,1951-01-31,1951,1,31,,,,,,,,,,
396,1951-02-01,1951,2,1,,,,,,,,,,
397,1951-02-02,1951,2,2,,,,,,,,,,
398,1951-02-03,1951,2,3,,,,,,,,,,
399,1951-02-04,1951,2,4,,,,,,,,,,
400,1951-02-05,1951,2,5,,,,,,,,,,
401,1951-02-06,1951,2,6,,,,,,,,,,
402,1951-02-07,1951,2,7,,,,,,,,,,
403,1951-02-08,1951,2,8,,,,,,,,,,
404,1951-02-09,1951,2,9,,,,,,,,,,
405,1951-02-10,1951,2,10,,,,,,,,,,
406,1951-02-11,1951,2,11,,,,,,,,,,
407,1951-02-12,1951,2,12,,,,,,,,,,
408,1951-02-13,1951,2,13,,,,,,,,,,
409,1951-02-14,1951,2,14,,,,,,,,,,
410,1951-02-15,1951,2,15,,,,,,,,,,
411,1951-02-16,1951,2,16,,,,,,,,,,
412,1951-02-17,1951,2,17,,,,,,,,,,
413,1951-02-18,1951,2,18,,,,,,,,,,
414,1951-02-19,1951,2,19,,,,,,,,,,
415,1951-02-20,1951,2,20,,,,,,,,,,
416,1951-02-21,1951,2,21,,,,,,,,,,
417,1951-02-22,1951,2,22,,,,,,,,,,
418,1951-02-23,1951,2,23,,,,,,,,,,
419,1951-02-24,1951,2,24,,,,,,,,,,
420,1951-02-25,1951,2,25,,,,,,,,,,
421,1951-02-26,1951,2,26,,,,,,,,,,
422,1951-02-27,1951,2,27,,,,,,,,,,
423,1951-02-28,1951,2,28,,,,,,,,,,
424,1951-03-01,1951,3,1,,,,,,,,,,
425,1951-03-02,1951,3,2,,,,,,,,,,
426,1951-03-03,1951,3,3,,,,,,,,,,
427,1951-03-04,1951,3,4,,,,,,,,,,
428,1951-03-05,1951,3,5,,,,,,,,,,
429,1951-03-06,1951,3,6,,,,,,,,,,
430,1951-03-07,1951,3,7,,,,,,,,,,
431,1951-03-08,1951,3,8,,,,,,,,,,
432,1951-03-09,1951,3,9,,,,,,,,,,
433,1951-03-10,1951,3,10,,,,,,,,,,
434,1951-03-11,1951,3,11,,,,,,,,,,
435,1951-03-12,1951,3,12,,,,,,,,,,
436,1951-03-13,1951,3,13,,,,,,,,,,
437,1951-03-14,1951,3,14,,,,,,,,,,
438,1951-03-15,1951,3,15,,,,,,,,,,
439,1951-03-16,1951,3,16,,,,,,,,,,
440,1951-03-17,1951,3,17,,,,,,,,,,
441,1951-03-18,1951,3,18,,,,,,,,,,
442,1951-03-19,1951,3,19,,,,,,,,,,
443,1951-03-20,1951,3,20,,,,,,,,,,
444,1951-03-21,1951,3,21,,,,,,,,,,
445,1951-03-22,1951,3,22,,,,,,,,,,
446,1951-03-23,1951,3,23,,,,,,,,,,
447,1951-03-24,1951,3,24,,,,,,,,,,
448,1951-03-25,1951,3,25,,,,,,,,,,
449,1951-03-26,1951,3,26,,,,,,,,,,
450,1951-03-27,1951,3,27,,,,,,,,,,
451,1951-03-28,1951,3,28,,,,,,,,,,
452,1951-03-29,1951,3,29,,,,,,,,,,
453,1951-03-30,1951,3,30,,,,,,,,,,
454,1951-03-31,1951,3,31,,,,,,,,,,
455,1951-04-01,1951,4,1,,,,,,,,,,
456,1951-04-02,1951,4,2,,,,,,,,,,
457,1951-04-03,1951,4,3,,,,,,,,,,
458,1951-04-04,1951,4,4,,,,,,,,,,
459,1951-04-05,1951,4,5,,,,,,,,,,
460,1951-04-06,1951,4,6,,,,,,,,,,
461,1951-04-07,1951,4,7,,,,,,,,,,
462,1951-04-08,1951,4,8,,,,,,,,,,
463,1951-04-09,1951,4,9,,,,,,,,,,
464,1951-04-10,1951,4,10,,,,,,,,,,
465,1951-04-11,1951,4,11,,,,,,,,,,
466,1951-04-12,1951,4,12,,,,,,,,,,
467,1951-04-13,1951,4,13,,,,,,,,,,
468,1951-04-14,1951,4,14,,,,,,,,,,
469,1951-04-15,1951,4,15,,,,,,,,,,
470,1951-04-16,1951,4,16,,,,,,,,,,
471,1951-04-17,1951,4,17,,,,,,,,,,
472,1951-04-18,1951,4,18,,,,,,,,,,
473,1951-04-19,1951,4,19,,,,,,,,,,
474,1951-04-20,1951,4,20,,,,,,,,,,
475,1951-04-21,1951,4,21,,,,,,,,,,
476,1951-04-22,1951,4,22,,,,,,,,,,
477,1951-04-23,1951,4,23,,,,,,,,,,
478,1951-04-24,1951,4,24,,,,,,,,,,
479,1951-04-25,1951,4,25,,,,,,,,,,
480,1951-04-26,1951,4,26,,,,,,,,,,
481,1951-04-27,1951,4,27,,,,,,,,,,
482,1951-04-28,1951,4,28,,,,,,,,,,
483,1951-04-29,1951,4,29,,,,,,,,,,
484,1951-04-30,1951,4,30,,,,,,,,,,
485,1951-05-01,1951,5,1,,,,,,,,,,
486,1951-05-02,1951,5,2,,,,,,,,,,
487,1951-05-03,1951,5,3,,,,,,,,,,
488,1951-05-04,1951,5,4,,,,,,,,,,
489,1951-05-05,1951,5,5,,,,,,,,,,
490,1951-05-06,1951,5,6,,,,,,,,,,
491,1951-05-07,1951,5,7,,,,,,,,,,
492,1951-05-08,1951,5,8,,,,,,,,,,
493,1951-05-09,1951,5,9,,,,,,,,,,
494,1951-05-10,1951,5,10,,,,,,,,,,
495,1951-05-11,1951,5,11,,,,,,,,,,
496,1951-05-12,1951,5,12,,,,,,,,,,
497,1951-05-13,1951,5,13,,,,,,,,,,
498,1951-05-14,1951,5,14,,,,,,,,,,
499,1951-05-15,1951,5,15,,,,,,,,,,
500,1951-05-16,1951,5,16,,,,,,,,,,
501,1951-05-17,1951,5,17,,,,,,,,,,
502,1951-05-18,1951,5,18,,,,,,,,,,
503,1951-05-19,1951,5,19,,,,,,,,,,
504,1951-05-20,1951,5,20,,,,,,,,,,
505,1951-05-21,1951,5,21,,,,,,,,,,
506,1951-05-22,1951,5,22,,,,,,,,,,
507,1951-05-23,1951,5,23,,,,,,,,,,
508,1951-05-24,1951,5,24,,,,,,,,,,
509,1951-05-25,1951,5,25,,,,,,,,,,
510,1951-05-26,1951,5,26,,,,,,,,,,
511,1951-05-27,1951,5,27,,,,,,,,,,
512,1951-05-28,1951,5,28,,,,,,,,,,
513,1951-05-29,1951,5,29,,,,,,,,,,
514,1951-05-30,1951,5,30,,,,,,,,,,
515,1951-05-31,1951,5,31,,,,,,,,,,
516,1951-06-01,1951,6,1,,,,,,,,,,
517,1951-06-02,1951,6,2,,,,,,,,,,
518,1951-06-03,1951,6,3,,,,,,,,,,
519,1951-06-04,1951,6,4,,,,,,,,,,
520,1951-06-05,1951,6,5,,,,,,,,,,
521,1951-06-06,1951,6,6,,,,,,,,,,
522,1951-06-07,1951,6,7,,,,,,,,,,
523,1951-06-08,1951,6,8,,,,,,,,,,
524,1951-06-09,1951,6,9,,,,,,,,,,
525,1951-06-10,1951,6,10,,,,,,,,,,
526,1951-06-11,1951,6,11,,,,,,,,,,
527,1951-06-12,1951,6,12,,,,,,,,,,
528,1951-06-13,1951,6,13,,,,,,,,,,
529,1951-06-14,1951,6,14,,,,,,,,,,
530,1951-06-15,1951,6,15,,,,,,,,,,
531,1951-06-16,1951,6,16,,,,,,,,,,
532,1951-06-17,1951,6,17,,,,,,,,,,
533,1951-06-18,1951,6,18,,,,,,,,,,
